Report Run Date,Project,Project State,ID,Type,Summary,State,Responsible User,All Content Count,Total number of requirements,Specified Requirements,Accepted  Requirements,Rejected Requirements,Deleted Requirements,Customer /Supplier - Accepted Requirements,"Req upstream traceability count - Decomposed From""""","Req upstream traceability count-Decomposed From"" / ""Defined By""""","Acc Req downstream traceability count-Decomposes To""""",Acc req - SW relevant,Acc Req - HW relevant,Acc Req - ME relevant,Acc Downstream traceability count - SW relevant,Acc Downstream traceability count - HW relevant,Acc Downstream traceability count - ME relevant,"Acc Req downstream traceability count-Satisfied By"" / ""Modelled By""""",Req test traceability count,Req test pass count,Total number of requirements (Functional),Accepted Requirements (Functional),"Req upstream traceability count-Decomposed From"" / ""Defined By"" (Functional)""","Acc Req downstream traceability count-Decomposes To"" (Functional)""","Acc Req downstream traceability count-Satisfied By"" / ""Modelled By""(Functional)""",ASIL Determined Requirements,Total number of requirements - (Safety Relevant),Accepted  Requirements (Safety Relevant),Rejected Requirements (Safety Relevant),"Req upstream traceability count-Decomposed From"" / ""Defined By(Safety Relevant)""","Acc Req downstream traceability count-Decomposes To"" (Safety Relevant)""","Acc Req downstream traceability count-Satisfied By"" / ""Modelled By""(Safety Relevant)""",Allocated Requirements,Planned For Variants ( >0 ),No of RQ mapped to release name,Req having Spawns relationship count,Document Churn from Initial Baseline,Last Week Document Churn,Reused Count,Stability
04.07.2019  2:48:00 PM,,ALM_Active,3221524,RQ L2 Doc,,ALM_Open,"Funk, Ronald (funkr), Schrader, Christian (schradec)",248,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1
04.07.2019  2:48:00 PM,,ALM_Active,3244183,IN Edit Doc,,ALM_Open,,981,612,57,555,43,0,401,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,0,0,0,0,0,0,266,0,0,562,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3250743,RQ L3 Doc,,ALM_Restricted,"Nguyen, Van Tien (nguyenvan)",133,117,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,113,112,117,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Proposed,3300203,SP Doc,,ALM_Open,,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3306254,RQ L1sw Doc,,ALM_Open,"Funk, Ronald (funkr)",514,131,0,130,32,91,0,111,111,0,0,0,0,0,0,0,127,131,127,122,121,103,0,119,161,3,0,0,0,0,0,131,0,0,143,0,0,2,1
04.07.2019  2:48:00 PM,,ALM_Active,3316426,RQ L1sw Doc,,ALM_Restricted,"G, Dhivya (dhivya)",307,182,8,91,0,2,0,130,130,0,0,0,0,0,0,0,65,115,37,127,76,127,0,65,137,0,0,0,0,0,0,0,0,0,26,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3325243,RQ L1sw Doc,,ALM_Open,"Iyer, Harish (iyerh), Kamping, Ruppert (kamping)",114,57,1,46,6,9,0,46,46,0,0,0,0,0,0,0,42,47,47,57,46,46,0,42,53,0,0,0,0,0,0,47,0,0,57,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3325316,RQ L1sw Doc,,ALM_Open,"Iyer, Harish (iyerh), Kamping, Ruppert (kamping)",165,80,9,58,13,26,0,55,55,0,0,0,0,0,0,0,58,66,66,79,57,54,0,57,70,1,0,0,0,0,0,80,0,0,62,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Proposed,3325418,RQ L1sw Doc,,ALM_Open,"M, Balraj (balrajm), Specht, Björn (specht)",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.07.2019  2:48:00 PM,,ALM_Active,3369648,RQ L1sw Doc,,ALM_Restricted,"Ochs, Andreas (ochsa)",107,42,13,29,0,0,0,42,42,0,0,0,0,0,0,0,21,29,21,32,19,32,0,12,8,0,0,0,0,0,0,42,0,0,42,0,0,1,1
04.07.2019  2:48:00 PM,,ALM_Active,3402901,SP Doc,,ALM_Open,,115,81,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3404099,SP Doc,,ALM_Open,"Mathivanan, Manikandan (mathivanan) [Inactive]",45,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3433502,SP Doc,,ALM_Open,,47,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3435173,RQ L1sw Doc,,ALM_Restricted,"Behrens, Timo Pascal (behrenstp), Lenz, Thomas (lenz)",676,378,0,0,0,125,0,57,57,0,0,0,0,0,0,0,0,62,32,66,0,57,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3439427,RQ L3 Doc,,ALM_Restricted,"Behrens, Timo Pascal (behrenstp)",68,19,9,0,0,2,0,14,14,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,11,0,0,0,0,0,0,11,0,0,19,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3451868,IN Edit Doc,,ALM_Open,,316,236,111,125,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,236,0,0,125,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3460989,RQ L1sw Doc,,ALM_Restricted,"Sundararaju, Balaje (sundararaju) [Inactive]",46,6,0,6,0,0,0,6,6,0,0,0,0,0,0,0,6,6,6,6,6,6,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3461070,RQ L1sw Doc,,ALM_Restricted,"Sundararaju, Balaje (sundararaju) [Inactive]",41,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3464112,SP Doc,,ALM_Open,,319,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3468963,RQ L1sw Doc,,ALM_Restricted,"Chamarthi, Harshini (chamarthi) [Inactive]",176,69,0,69,0,0,0,53,53,0,0,0,0,0,0,0,9,4,4,68,68,53,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3469052,RQ L1sw Doc,,ALM_Restricted,"Chamarthi, Harshini (chamarthi) [Inactive]",727,448,215,207,4,1,0,39,39,0,0,0,0,0,0,0,83,0,0,445,206,39,0,83,39,0,0,0,0,0,0,0,0,0,0,0,0,406,1
04.07.2019  2:48:00 PM,,ALM_Active,3491397,RQ L1sw Doc,,ALM_Restricted,"Krause, Maximilian (krause)",241,127,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,34,34,0,0,7,4,0,0,0,0,0,0,0,0,0,16,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3507563,SP Doc,,ALM_Open,,314,152,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3513948,SP Doc,,ALM_Open,"Kim, Oksana (kim)",963,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3529782,RQ L1sw Doc,,ALM_Restricted,"Harder, Hauke (harderh)",75,31,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,20,4,20,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3529924,RQ L1sw Doc,,ALM_Restricted,"Harder, Hauke (harderh)",148,97,0,46,0,0,0,0,0,0,0,0,0,0,0,0,46,46,46,46,46,0,0,46,46,46,46,0,0,0,46,0,0,0,8,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3530037,RQ L1sw Doc,,ALM_Restricted,"Harder, Hauke (harderh)",123,74,0,41,0,0,0,1,1,0,0,0,0,0,0,0,41,42,42,41,41,1,0,41,41,41,41,0,1,0,41,0,0,0,5,0,0,25,1
04.07.2019  2:48:00 PM,,ALM_Active,3530145,RQ L3 Doc,,ALM_Open,"Harder, Hauke (harderh)",22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3562650,SP Doc,,ALM_Open,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.07.2019  2:48:00 PM,,ALM_Active,3562657,SP Doc,,ALM_Open,"Quedenbaum, Janek (quedenbaum), Radtke, Matthias (radtke), Tha, Ingo (tha)",86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.07.2019  2:48:00 PM,,ALM_Active,3564421,RQ L1sw Doc,,ALM_Restricted,"Lasota, Nils (lasota) [Inactive], Ochs, Andreas (ochsa)",178,92,23,68,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,79,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3581970,RQ L1sw Doc,,ALM_Restricted,"Ochs, Andreas (ochsa)",680,463,0,1,0,4,0,1,1,0,0,0,0,0,0,0,0,166,153,208,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3582063,RQ L1sw Doc,,ALM_Restricted,"Ochs, Andreas (ochsa)",219,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3582144,RQ L1sw Doc,,ALM_Restricted,"Boettcher, Jonas (boettcher)",658,54,0,0,0,0,0,53,53,0,0,0,0,0,0,0,0,30,28,54,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3587062,RQ L1sw Doc,,ALM_Restricted,"Bieber, Benjamin (bieber)",442,259,70,51,6,11,0,130,130,0,0,0,0,0,0,0,25,140,85,157,37,129,0,25,0,0,0,0,0,0,0,0,0,0,160,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3587220,RQ L3 Doc,,ALM_Restricted,"Bieber, Benjamin (bieber)",102,26,24,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,25,0,0,24,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3590882,SP Doc,,ALM_Open,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3596624,RQ L1sw Doc,,ALM_Restricted,"Govindan, Vijayakumar (govindan)",70,29,1,28,0,5,0,28,28,0,0,0,0,0,0,0,28,28,19,29,28,28,0,28,29,0,0,0,0,0,0,29,0,0,9,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3605820,SP Doc,,ALM_Open,,266,216,16,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1
04.07.2019  2:48:00 PM,,ALM_Active,3606120,SP Doc,,ALM_Open,,16,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3606159,SP Doc,,ALM_Open,,323,306,29,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1
04.07.2019  2:48:00 PM,,ALM_Active,3611683,SP Doc,,ALM_Open,,68,47,13,32,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
04.07.2019  2:48:00 PM,,ALM_Active,3611741,SP Doc,,ALM_Open,,138,109,7,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1
04.07.2019  2:48:00 PM,,ALM_Active,3612925,SP Doc,,ALM_Open,"Lenz, Thomas (lenz), Selent, Stefan (selent)",34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3612955,SP Doc,,ALM_Open,"Kamping, Ruppert (kamping)",123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.07.2019  2:48:00 PM,,ALM_Active,3612986,SP Doc,,ALM_Open,"Kamping, Ruppert (kamping)",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.07.2019  2:48:00 PM,,ALM_Active,3612987,SP Doc,,ALM_Open,"Kamping, Ruppert (kamping)",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.07.2019  2:48:00 PM,,ALM_Active,3617908,SP Doc,,ALM_Open,"Nataraj, Sinthana Devi (nataraj)",166,149,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3618772,SP Doc,,ALM_Open,,60,38,2,27,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3622319,SP Doc,,ALM_Open,,52,33,7,17,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
04.07.2019  2:48:00 PM,,ALM_Active,3622352,SP Doc,,ALM_Open,,57,41,7,15,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
04.07.2019  2:48:00 PM,,ALM_Active,3629617,SP Doc,,ALM_Open,,184,127,30,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3631883,SP Doc,,ALM_Open,,74,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3633777,SP Doc,,ALM_Open,,25,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3633814,SP Doc,,ALM_Open,,28,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
04.07.2019  2:48:00 PM,,ALM_Active,3633853,SP Doc,,ALM_Open,,33,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3633890,SP Doc,,ALM_Open,,39,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
04.07.2019  2:48:00 PM,,ALM_Active,3639731,RQ L3 Doc,,ALM_Restricted,"Fuchs, Alexander (fuchsa)",314,210,112,0,0,0,0,5,5,0,0,0,0,0,0,0,0,28,25,209,0,5,0,0,86,0,0,0,0,0,0,90,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3642588,SP Doc,,ALM_Open,,103,64,17,47,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3642626,SP Doc,,ALM_Open,,57,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3642663,SP Doc,,ALM_Open,,104,65,33,30,0,5,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.876923077
04.07.2019  2:48:00 PM,,ALM_Active,3642700,SP Doc,,ALM_Open,,36,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3642739,SP Doc,,ALM_Open,,54,31,5,26,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
04.07.2019  2:48:00 PM,,ALM_Active,3642778,SP Doc,,ALM_Open,,55,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
04.07.2019  2:48:00 PM,,ALM_Active,3642821,SP Doc,,ALM_Open,,73,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
04.07.2019  2:48:00 PM,,ALM_Active,3642860,SP Doc,,ALM_Open,"Chinnakolandai, Praveenkumar (chinnakolandai)",62,42,1,39,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3642897,SP Doc,,ALM_Open,,36,19,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
04.07.2019  2:48:00 PM,,ALM_Active,3642934,SP Doc,,ALM_Open,,112,83,1,77,0,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
04.07.2019  2:48:00 PM,,ALM_Active,3642971,SP Doc,,ALM_Open,,67,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
04.07.2019  2:48:00 PM,,ALM_Active,3643020,SP Doc,,ALM_Open,,31,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3643057,SP Doc,,ALM_Open,,48,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3643096,SP Doc,,ALM_Open,,38,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3643133,SP Doc,,ALM_Open,,45,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3643170,SP Doc,,ALM_Open,,61,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3643208,SP Doc,,ALM_Open,,23,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3643245,SP Doc,,ALM_Open,,42,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3643282,SP Doc,,ALM_Open,,57,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3643319,SP Doc,,ALM_Open,,90,71,0,19,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3643364,SP Doc,,ALM_Open,,67,50,3,44,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
04.07.2019  2:48:00 PM,,ALM_Active,3643401,SP Doc,,ALM_Open,,26,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3643438,SP Doc,,ALM_Open,,36,17,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
04.07.2019  2:48:00 PM,,ALM_Active,3643476,SP Doc,,ALM_Open,,69,45,2,39,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
04.07.2019  2:48:00 PM,,ALM_Active,3643514,SP Doc,,ALM_Open,,41,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3643552,SP Doc,,ALM_Open,,80,54,0,51,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3643589,SP Doc,,ALM_Open,,71,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
04.07.2019  2:48:00 PM,,ALM_Active,3643627,SP Doc,,ALM_Open,,127,85,0,85,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
04.07.2019  2:48:00 PM,,ALM_Active,3643664,SP Doc,,ALM_Open,,42,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
04.07.2019  2:48:00 PM,,ALM_Active,3648772,SP Doc,,ALM_Open,"Ramanathan, Balasubramanian (ramanathan)",259,100,2,41,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,1
04.07.2019  2:48:00 PM,,ALM_Active,3648823,SP Doc,,ALM_Open,"Ramanathan, Balasubramanian (ramanathan)",739,492,0,121,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1
04.07.2019  2:48:00 PM,,ALM_Active,3649062,RQ L1sw Doc,,ALM_Open,"Yogarajan, Jeyakannan (yogarajan)",617,292,82,83,0,0,0,39,39,63,0,0,0,0,0,0,0,72,70,283,83,39,63,0,73,72,65,0,39,63,0,0,2,0,51,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3649163,SP Doc,,ALM_Open,"Arunachalam, Magesh (arunachalam)",352,280,231,49,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3650400,RQ L3 Doc,,ALM_Open,"Oldemeyer, Bernd (oldemeyer)",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.07.2019  2:48:00 PM,,ALM_Active,3650456,RQ L1sw Doc,,ALM_Open,"Oldemeyer, Bernd (oldemeyer)",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.07.2019  2:48:00 PM,,ALM_Active,3653306,SP Doc,,ALM_Open,"Thallam, Sumanth (thallam)",154,120,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
04.07.2019  2:48:00 PM,,ALM_Active,3654306,SP Doc,,ALM_Open,"Thallam, Sumanth (thallam)",207,156,54,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1
04.07.2019  2:48:00 PM,,ALM_Active,3654445,SP Doc,,ALM_Open,"Thallam, Sumanth (thallam)",242,178,27,6,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1
04.07.2019  2:48:00 PM,,ALM_Active,3654497,RQ L1sw Doc,,ALM_Open,"Berroth, Malte (berroth)",33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3654562,SP Doc,,ALM_Open,"Thallam, Sumanth (thallam)",26,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3654603,SP Doc,,ALM_Open,"Berroth, Malte (berroth)",115,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,3654668,SP Doc,,ALM_Open,"Thallam, Sumanth (thallam)",20,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
